song,year,artist,genre,lyrics,length,commas,exclamations,colons,hyphens
speak-ya-clout,2006,gangstarr,Hip-Hop,"Last year record companies were chumpin me
But now like chicks they all be up on me
and me so horny, I hit em like a groupie
Snatch off my hat wash my dick and keep it movin
Showing and proving on a day to day basis
I rip New York and a million different places
State to state country to country
My skills are legend in the style of poetry
I've paid my dues to this game word to mother
Peace New York hops it gets no rougher
Baby brother been puffing buddha and blunts since eighty-five
Before the fake motherfuckers started perpetrating live, I've
achieved mad props though niggaz roll around in jeeps
I ride the A-Train and get mad beeps
So when we bang bang boogie out jumps my boot knocks
Chicks comes in flocks when D.R.S. rocks glocks
And I mean it it's all done with the mind
I neutralize suckers because I'm alkaline
I could go on for days speaking bout my clout
So Lil Dap snatch the mic and show the motherfucker out
Yo you can't hide from jail and you can't hide from the street
Flavors do get deep when you're walking the east
A unit down from the underground made the brothers unite
I'm slappin pounds and pounds with real niggaz aight
Ain't nothing changed but the weather, rain storms or whatever
You poured a forty on the ground for the brothers who ain't around
Break it down with the flow as I walk through the ghetto
A nigga said he couldn't do it til the shit hits the fan
Last year I was The Man ripping up every jam
So what's your hobby nothing serious when things get rough
I'm stepping rugged and tough, and bitches won't get enough
A Lil Dap what's that? Fuck around you get slapped
Schizophrenic with rhyme plus we're well organized
Make the chicks say 'aow' and the brothers say 'ho'
You can't tell a motherfucker what to do with his life
Niggaz tend to live trife, so I react with the mic
It's the end of the time so I got to gets mine
Aiyyo 'ru, what's your function meet me at Broadway junction
Before I start to get in it, better yet i just kick it
Aiyyo son, if you're ready Guru starts to flip it
Earl, with my three-eight-five shot I bust a bumba claat
He talks dumb a lot so him shall drop
I got the clout, all you pussy rappers be out
From the ghetto I let go, shit to make you petrol
Watching fly niggaz show you how to rhyme asshole
You know the motherfucking situation
So get down get down with the Gangstarr Foundation
Now I'ma touch on reality, chumps can't fuck with me
and all the honies be loving me
My style be kicking crazy butt
Wannabes on their knees licking crazy butt
Your girl pays me but ain't no need to try and stop her
I'm Big Poppa fuck your girl and I'll drop her
cause she be working on my nerves
and yo I got more gang than the bitch got curves
I'm like gambino, the slick head honcho
Ill kid ready to wreck mics pronto
and I know, I break your back with my rap like smack
because I'm all that
And so the next time when you're wishing for my downfall
I'm a come back to drown y'all
With stupid lyrics relative to a bloodbath
And stay the fuck out my path",3013,14,0,0,4
battalions-of-fear,2006,blind-guardian,Metal,"Can't believe the things I see
That happens in the state
By a mortal distance that I can't believe
Self destructive infernal
To save us from the breed
But I know that it is all a lie
Star wars begin now
His bombs come exploding
To bring back the death of the night
No mercy he's knowing
How strong he must show us
For the last film you all get a part
Be by my side
Or you've to die
Believe what I do is the right
Soon Armageddon
Last hours are running now
The final solution begins
The words of a madman
No children to tell them
For what they'll not see in the light
Choose by your voice
He kills and destroys
At the end you must die for the night
In earlier chess games
We're playing the part of a soldier
But now we are not qualified
To save our own life
The traps are all placed by command
They are ready to strike
We live and we'll die
By the lies to believe
Try to escape from this suicide dreams
Or past time will come back again
Hiroshima is a joke to that what will come
At the end of the game we all die
Die now
Battalions of fear
They search and they scream
For the American dreams
Battalions of fear
The way of R.R.
To show he is the star
Battalions
Star wars
With hands full of blood
He talks about peace
With snake poisoning tongue
He's praying
El Salvador and Vietnam
You soon fast forget
But you satisfy on Afghanistan
You've been the master
You kill with a laughter
Your screams of peace are wrong and loud
Cause so we are and here we are
We scream and shout!
Your laughing about all the fools
Scream and shout!
With power of evil they stand",1557,0,2,0,0
the-squeeze,2008,gangstarr,Hip-Hop,"- Aiiyo son, it seems like, everyday
more and more people begin to get more foul
Uhn, now dig.
Association breeze some relation
Let me tell you what happened
I'm driving the other night, these two faggots they pull me over
Talking like I got a broken taillight
They got a broken headlight
They shake me down, they tellin me
that they gon' come and see me tomorrow and have somethin' for them
- Word, so what up?
So now I got something for them
[ Verse One ]
Who's the real criminals, take a look behind the scenes
Corruption and greed is calling plates routine
Guess it pays in many ways to have a few schemes
Shit, I know modal citizens, that ain't squeeking clean
You got dirty politicians, dirty judges and dirty cops
Everyone's on the tape, the hood's filled with dirty blocks
How we gonna save the community, they worse than us
It's like a curse for us, police be the first to bust
Think about it, that requel shit some fucking junk
For them the evidence'll vanish in a puff of smoke
I been observin', I never be subservient
I guess you get what you deserve in this
From project-hallways to courthouse hallways
Some prevail, most see jail, this happens always
Speed on, before you get peed on
All I need is more power, then I'ma put the squeeze on
[ Hook ]
I want more power, I'm gaining more troops
I'm gaining more respect 'cause I want more juice
The most influential men got influential friends
And I'ma put the squeeze on all of 'em
I watched y'all get fat, now I want my share
What you ain't got it all? Then I want what's there
The most influential men got influential friends
And I'ma put the squeeze on all of 'em
[ Premo scratches ]
""They wanna see the God catch an L it's all a Set Up"" -> [Guru]
""It's a Daily Operation"" -> Guru
""You know me son, show respect"" -> Steele
""They wanna see the God catch an L it's all a Set Up"" -> [Guru]
""This jam is dedicated, to you and your boys""
The squeeze.
[ Verse Two ]
Believe me son, I'ma put the squeeze on 'em
Croocked cats, and confiscating gats and keeping 'em
Hustlers convincing every night at D&D;
Had chicks on a strip with Trace in eighty-three
It's nothing, that's why I now I'm on top
And I'ma stay in 'till I'm paid and owe nothing
They gon' take they cut, so why shouldn't I
Eliminate the middlemen, who thought they could die
Go overseas, make G's and bring it back to the streets
A neverending saga when I rap to these beats
As the minutes go by, you 'bout to get it, know why?
I'm already in too deep, so forget it, don't try
'Cause all you gonna find is suffering and pain
I had enough of you man, I'm 'bout to fuck up your plan
So speed on, before you get peed on
All I need is more power, then I'ma put the squeeze on
[ Repeat Hook ]
[ Premo scratches ]
""They wanna see the God catch an L it's all a Set Up"" -> [Guru]
""This jam is dedicated, to you and your boys""
The squeeze.",2851,37,0,0,9
bang-a-boomerang,2006,abba,Pop,"Making somebody happy is a question of give and take
You can learn how to show it so come on, give yourself a break
Every smile and every little touch
Don't you know that they mean so much
Sweet sweet kisses so tender
Always will return to sender
Like a bang, a boom-a-boomerang
Dumb-be-dumb-dumb be-dumb-be-dumb-dumb
Oh bang, a boom-a-boomerang
Love is a tune you hum-de-hum-hum
By giving away, I think you'll learn
You'll get love in return
So bang, a boom-a-boomerang is love
A boom-a-boomerang is love
Love is always around and you can look for it anywhere
When you feel that you've found it my advice is to take good care
Never use it as a selfish tool
Never ever be such a fool
Every feeling you're showing
Is a boomerang you're throwing
Yes a bang, a boom-a-boomerang
Dumb-be-dumb-dumb be-dumb-be-dumb-dumb
Oh bang, a boom-a-boomerang
Love is a tune you hum-de-hum-hum
By giving away, I think you'll learn
You'll get love in return
So bang, a boom-a-boomerang is love
And if you're warm and tender
I'll kiss you, return to sender
Please surrender
Bang, a boom-a-boomerang
Dumb-be-dumb-dumb be-dumb-be-dumb-dumb
Oh bang, a boom-a-boomerang is love
A boom-a-boomerang is love",1180,12,0,0,47
ahe-s-my-kind-of-girl,2006,abba,Pop,"Look at her face, it's a wonderful face
And it means something special to me
Look at the way that she smiles when she sees me
How lucky can one fellow be
She's just my kind of girl, she makes me feel fine
Who could ever believe that she could be mine
She's just my kind of girl, without her I'm blue
And if she ever leaves me what could I do, what could I do
And when we go for a walk in the park
Then she holds me and squeezes my hand
We'll go on walking for hours and talking
About all the things that we plan
She's just my kind of girl, she makes me feel fine
Who could ever believe that she would be mine
She's just my kind of girl, without her I'm blue
And if she ever leaves me what could I do, what could I do",716,7,0,0,0
step-in-the-arena,2006,gangstarr,Hip-Hop,"Once you step in the arena, cheater, you`re gonna be a-
Mazed when you gaze at the armor on this leader
Fully clad and glad to find a cause, I won`t pause
Fear is a joke, slowpoke, I`m like claws
That`ll rip `cause your gift, is merely flesh
Superficial and I wish you, would give it a rest
But if you don`t, I`ll unsheath my Excalibur
Like a noble knight, so meet ya challenger
A true hero, while you`re a through zero
Gettin beat to a pulp so that you can`t run for help
I heard a gulp in your throat, cause you hope that I`ll be merciful
But coo-cluck, I made you strut as I rehearse a few
Battle drills, and watch your bladder spill
Yellow fluid, check out how I mellowed into it
Face to feet to defeat, you can tell I`m into it
As I`m pullin out my lance, to kill you and advance to
The winner`s throne, cause I own you once you step in the arena
In the arenak, or rather coliseum
There`s people gatherin by multitudes to see one
Perpetrator fall to the dust after the other
Quickly disposed of at the hand of a known brother
Born wit the art in his heart that is Spartacus
And one-to-one combat Jack, just a thought of this
Match-up, makes GangStarr want to snatch up
One or two phrases from the new book with new pages
Of rhymes that are built like a chariot
Dope vocals carry it, to the battle set
If a beat was a princess, I would marry it
But now I must bow to the crowd as I stand proud
Victorius, glorious, understand now
Cause battles and wars and much fights I have been through
One MC got beheaded, and you can too
Forget it, cause you`d rather be just a spectator
An onlooker, afraid you may get slayed or
Struck by a blow, from a mic gladiator
I betcha that later you might be sad that you played yourself
Cause you stepped up, chest puffed out
And in just one lyric, you got snuffed out
Cause rhymin is serious, I`m strong, I`m like Hercules
You`ll get hurt with these lines, close the curtains please
And suckers can jet cause I wreck once you step in the arena
In the arena or forum, weak MC`s I will floor `em
Causin' mayhem, I`ll slay them, and the blood`ll be pourin'
Furthermore I implore, that as a soldier of war
I go in only to win and be the holder of more
Trophies, titles, and triumphs cause I dump all the sly chumps
Never choosin' to lose my spot, not once
For the mere idea of an opponent that I fear
Is foolish utterly, I mean but none`ll be
Tryin' to toy wit a destroyer of many
You shitted your pants cause you can`t figure any
Foe that can step to this concept so
You better sit again citizen, weak MC`s I get rid of them
Watch the way they get distraught when they get caught
In the worst positions, cause they didn`t listen
And tried goin' up against a hungry killer who`s itchin
To maim and murder, those who claimed that they were the
Toughest ones, they get done once they step in the arena",2832,45,0,0,5
who-s-gonna-take-the-weight,2006,gangstarr,Hip-Hop,"I was raised like a Muslim
Prayin' to the east
Nature of my life relates rhymes i release
Like a cannon
'Cause i been plannin' to be rammin' what i wrote
Straight on a plate down your throat
So digest as i suggest we take a good look
At who's who while i'm readin' from my good book
And let's dig into every nook and every cranny
Set your mind free as i slam these thoughts
And just like a jammy goes pow
You're gonna see what I'm sayin' now
You can't be sleepin'
'Cause things are gettin' crazy
You better stop being lazy
There's many people frontin'
And many brothers droppin'
All because of dumb things, let me tell you somethin'
I've been through so much that I'm such
A maniac, but i still act out of faith
That we can get the shit together so i break
On fools with no rhymes skills messin' up the flow
And people with no sense who be movin' much too slow
And so, you will know the meaning of the Gang Starr
Guru with the mic and premier raise the anchor
Swiftly, as we embark on a journey
I had to get an attorney
I needed someone to defend my position
Decisions i made, 'cause now it's time to get paid
And ladies, these rhymes are like the keys to a dope car
Maybe a Lexus or a Jaguar
Still, all of that is just material
So won't you dig the scenario
And just imagine if each one is teachin' one
We'll come together so that we become
A strong force, then we can stay on course
Find your direction through introspection
And for my people out there i got a question
Can we be the sole controllers of our fate?
Now who's gonna take the weight?
The weight of the world is heavy on my mind
So as my feelings unwind i find
That some try to be down just 'cause it's trendy
Others fall victim to envy
But I'll take the road less traveled
So i can see all my hopes and my dreams unravel
Relievin' your stress, expressin' my interest
In the situation that you're facin'
That's why I'm down with the nation
Spirituality supports reality
We gotta fight with the right mentality
So we can gain what is rightfully ours
This is the meaning of the chain and the star
Land is power, so gimme forty acres
Let's see how far i can take ya
Original invincible
That's how I'm lookin' at it
I use my rhymes like a glock automatic
Any means necessary, I'm goin' all out
Before the rains bring the nuclear fallout
So let me ask you, is it too late?
Ayo, who's gonna take the weight?",2365,13,0,0,0
skills,2008,gangstarr,Hip-Hop,"Skills, skills, skills
""My Microphone""
""It's Skills""-KRS One
""The funky beat""
""It's skills""-KRS One
(Skills) Top rank point blank we vital
Spit flows rip shows peep the recital
(Skills) Now, you feel it when we drop those
Hot beats stop phoes killin shit we got those
(Skills) It's, the music that the street love
Each thug, is now reppin this with deep love
(Skills) Gang Starr duelin again rulin again
Watch as we do it again
It's the, true enliven with a youthful vengeance
And I'm a judge rap is your ass give you a crucial sentence
You need at least twelve jewels to practice
Your too enthusiastic male groupie bastard
Still tryin to convince us some more
Pretendin your raw that's what you need a minister for
Again it's the law got you up against the wall
We the gulliest fuck it then it's us against why'all
Mic skills type grills like I'm Michael Jill
Like when he write for the pill is how I stay for the ill
Slide off kid, and let a grown man finesse it
We bold and impressive that old manifest shit
Some new product from a known team
Niggas know me, and you can bet they know Preme
So here we go for your stereo
And you could tell that it's real when you hear me go hear me go
(Skills) Top rank point blank we vital
Spit flows rip shows peep the recital
(Skills) Now, you feel it when we drop those
Hot beats stop phoes killin shit we got those
(Skills) It's, the music that the street love
Each thug, is now reppin this with deep love
(Skills) Gang Starr duelin again rulin again
Watch as we do it again
You little suckers know better, I go head up
If your man left the joint in the whip then tell him go get it
We hold it down like a holy crown
Fools actin like they know me throw me phoney pounds
Fuck that I'm sittin back like an aristocrat
Shell shocked chief assassin with a whole fuckin list of cats
Thought you was on the case but you missed the fact
The bitch talkin this and that I'm a make it simple jack
I doubled up and tripled that, soldiers where your pistols at?
Life wrong move lose the gift of that
Why they callin us the most consistent?
Most significant (""Once again""-Chuck D) some old slick shit
Fulfill your need and catch joyful rush
Enjoy your dutch haters annoyed with us
Oh boy it's us you know the face in the club
Blazin it up, with my niggas raisin it up for these
(Skills) Top rank point blank we vital
Spit flows rip shows peep the recital
(Skills) Now, you feel it when we drop those
Hot beats stop phoes killin shit we got those
(Skills) It's, the music that the street love
Each thug, is now reppin this with deep love
(Skills) Gang Starr duelin again rulin again
Watch as we do it again
Btohers are amused by other brother's rep
Some niggas pull tecks catch others for checks
All for respect, all for the bread
For the chance of success they might hand him his head
Remain humble cause I know enough
Plus the road is tough especially when you roll with us
But I'm a stay with my peeps, stay in these streets
Rhyme sprayin and I'm playin for keeps cause I got those
(Skills) Top rank point blank we vital
Spit flows rip shows peep the recital
(Skills) Now, you feel it when we drop those
Hot beats stop phoes killin shit we got those
(Skills) It's, the music that the street love
Each thug, is now reppin this with deep love
(Skills) Gang Starr duelin again rulin again
Watch as we do it again....(Skills)",3351,22,0,0,3
majesty,2006,blind-guardian,Metal,"Now the time has come for me to leave this land
Take my charge with pride sacrifice
Running and hiding I'm left for the time
To bring back the order of divine
Hunted by goblins no Gandalf to help
With swords in the night
Oh the last part of the game
Decision of death and life
Blood for Sauron they'll call tonight
The final battle cry
Running and hiding I'm left for the time
To bring back the order of divine
There exist no tales and hobbits are crying for all
Children of death
I have a dream the things you've to hide for
Deliver our kingdom and our reich
Don't fall in panic just give me the thing
That I need or I kill
Don't run away for what have I done
Oh majesty your kingdom is lost
And you'll leave us behind
Oh majesty your kingdom is lost
And ruins remind of your time
Now come back
Oh majesty your kingdom is lost
And you'll leave us behind
Oh majesty your kingdom is lost
And ruins remind of your time
Now come back
Run, run, run",944,2,0,0,0
final-chapter-thus-ends,2006,blind-guardian,Metal,"Thus ends the fifth battle
By the treachery of men the field is lost
The night falls and great is the triumph of evil
The league is broken
The last vestige of hope lives in the hidden king
Only he troubles the dark one's mind
Only he could bring ruin to the black foe
Though the land lies down in agony and the curse lives on
A new star shall arise
And a new day shall come, again",380,1,0,0,0
the-bard-s-song-in-the-forest,2006,blind-guardian,Metal,"Now you all know the bards and their songs
When hours have gone by, I'll close my eyes
In a world far away we may meet again
But now hear my song about the dawn of the night
Let's sing the bards' song
Tomorrow will take us away far from home
No one will ever know our names but the bards' songs will remain
Tomorrow will take it away the fear of today
It will be gone due to our magic songs
There's only one song left in my mind
Tales of a brave man who lived far from here
Now the bards' songs are over and it's time to leave
No one should ask you for the name of the one
Who tells the story
Tomorrow will take us away far from home
No one will ever know our names but the bards' songs will remain
Tomorrow all will be known and you're not alone
So don't be afraid of the dark and cold
'Cause the bards' songs will remain they all will remain",843,1,0,0,0
should-i-laugh-or-cry,2009,abba,Pop,"Frida
He stands
Towering over me beside my bed
Losing his head
Tells me
I must take him seriously
Droning on the usual way
He's such a clever guy
And I wonder
Should I laugh or cry
He's dressed
In the striped pyjamas that I bought
Trousers too short
Gives me
On his small philosophy
Carries on the way he does
And me I get so tired
And I wonder
Should I laugh or cry
Agnetha, Frida
High and mighty, his banner flies
A fool's pride in his eyes
Standing there on his toes
To grow in size
All I see is a big balloon
Halfway up to the moon
He's wrapped up in the warm
And save cocoon
Of an eternal lie
So should I laugh or cry
Frida
Strange how
Dangerously indifferent I have grown
Cold as a stone
No more
Pain as there was pain before
Far away he rambles on
I feel my throat go dry
And I wonder
Should I laugh or cry
Agnetha,
Frida High and mighty, his banner flies
A fool's pride in his eyes
Standing there on his toes
To grow in size
All I see is a big balloon
Halfway up to the moon
He's wrapped up in the warm
And save cocoon
Of an eternal lie
So should I laugh or cry",1069,4,0,0,0
put-up-or-shut-up,2007,gangstarr,Hip-Hop,"Stupid, you know it's time to sit and think, before we hit the brink
Locked room, at a prize fight, before he hit the ring
Like when I tell these corporate leeches they can't get a thing
Or when I tell relentless rappers they had better sing
The position that anyone holds could be up to grabs
I'm waitin' up the ave to see if anyone folds
Since I was twenty-one years old and legal
I knew the difference between gimmicky gangsters and powerful people
I'm the reason, why the game is flipped
I'm the reason, why your aim is missed
I'm the reason why you're mad I only sprained my wrist
The reason my mind frame is trained in this
You like gunfire? Better acquire the taste
'Cause you walk around with full pounds by them waist
Deface property, they be laced properly
Rules are rules, fools are fools, I react logically
Ain't no way, so come, make my day
Like Tom Hanks I earn long bank and Cast you Away
""This mic in my hand, I'm rulin'""
""I repeat, this is not a question""
Oh you brag about the keys you flipped and who you done up
Nigga what up? (Put up or shut up)
Poppin' shit about the chicks and the whips you got
You think you hot? (Uh-uh, man you put up or shut up)
Always talkin' bout your dough and your wealth and fame
You's a lame (Get out of here, put up or shut up)
You got hot beats and kids that can spit mad fire?
You's a liar! (That's whack, put up or shut up)",1377,16,1,0,2
our-last-summer,2009,abba,Pop,"The summer air was soft and warm
The feeling right, the Paris night
Did it's best to please us
And strolling down the Elysee
We had a drink in each cafe
And you
You talked of politics, philosophy and I
Smiled like Mona Lisa
We had our chance
It was a fine and true romance
I can still recall our last summer
I still see it all
Walks along the Seine, laughing in the rain
Our last summer
Memories that remain
We made our way along the river
And we sat down in the grass
By the Eiffel tower
I was so happy we had met
It was the age of no regret
Oh yes
Those crazy years, that was the time
Of the flower-power
But underneath we had a fear of flying
Of getting old, a fear of slowly dying
We took the chance
Like we were dancing our last dance
I can still recall our last summer
I still see it all
In the tourist jam, round the Notre Dame
Our last summer
Walking hand in hand
Paris restaurants
Our last summer
Morning croissants
Living for the day, worries far away
Our last summer
We could laugh and play
And now you're working in a bank
The family man, the football fan
And your name is Harry
How dull it seems
Are you the hero of my dreams
I can still recall our last summer
I still see it all
Walks along the Seine, laughing in the rain
Our last summer
Memories that remain
I can still recall our last summer
I still see it all
In the tourist jam, round the Notre Dame
Our last summer
Walking hand in hand
Paris restaurants
Our last summer
Morning croissants
Living for the day, worries far away...",1498,11,0,0,1
beyond-comprehension,2008,gangstarr,Hip-Hop,"Expanding the depth of your brainpower
Ours is a better gift, not to be bragging nor lolligagging
I can see dimensions of sound and light around my mic
Transmitting lyrics like teletype
Reacting to a beat in a whisper
And like a transistor, I'm sounding dope when I'm crisper
The shortest length between two points is a straight line
I've gotta take mine, I heard it through the grapevine
That some can't find hype lines (hype lines...)
And so I'm smothering, over my prey I am hovering
Suckers I'm shoving at the same time covering
You with the blanket of some language that's distinguished
How swift can I get? You ask and I'll tell
For I can excel real well like a gazelle
Past your head, I'm grabbin abstract thought
Like some gain glory, while others get no part
I feel for the hurt ones, the victims of wrong deeds
Awareness is key, our people have strong needs
Science, math, history theology
Philosophy psychology english and biology
Et cetera, and all of these have a purpose
But genocide makes me nervous
So many questions, many opinions to mention
And damn (damn) this jam's beyond comprehension
Like planets in orbit, we ride the life cycle
Some take a rifle on the street cause it seems neat
Whatever turns you on I guess, that's why vests are in season
I'll do my show then I'm leavin
I'd rather be blastin dope sounds on the other side of town
Than be there when they close the place down
But anyway, everyday, there's another way
For a person to just flip, so a brother may
Simply go buckwild, get crazy and mad
I know the struggle my father had
Poetry it comes from within, and will always win
Hold captive bodies from end to end
And at a party, I'll survey then slay with the quickness
Displaying the fitness
Easing the mind and relieving the tension
And singing my own song that's beyond comprehension",1820,20,0,0,0
halleluya,2007,blind-guardian,Metal,"3. Hallelujah
[Deep Purple cover]
[Music and lyrics by Greenway / Cook.]
Hallelujah [3x]
[Guitar lead]
I am a preacher with a message for my people
Over the world, scratching on the ground
Looking for the peace that nobody has found
I am a spokesman for a better way of living
Love is the word and it can be heard
If you are young the message can be sung
[Guitar lead]
Let me hear you sing
Hallelujah [3x]
Oh tell it to the man who's power is the sermon on the wall
Tell it to the man who says you can misjudge them all
Tell it 'till it can be heard above the wailing of the crowd
Tell it on the field of war and hope you'll soon be justified
There is a better way of life and it's not so hard to find
If you live and let the people in your world
Speak its mind
I am the pupil who sells his life for freedom
All over the world and it can be heard
If you are young the message can be sung
[Guitar lead]
Hallelujah [3x]",917,1,0,0,0
here-comes-rubie-jamie,2007,abba,Pop,"Some people long for Berlin and Barcelona
They yearn for Paris, Madrid and Rome
And I know some who prefer Arizona
And some prefer home
There's only me who is dying to see",171,1,0,0,0
the-militia,2008,gangstarr,Hip-Hop,"""There's a bulletin - state police, Princeton Junction""
""The militia...
Certain individuals of unidentified nature
is now under complete control""
""Hip-hop is not, what it is today..""
""It's the real... it's the (militia)""
If heads only knew how I felt about the rap game
They'd relocate, and change their fuckin name
I eradicate movefakers, roll with coat shakers
Give dap to mad money makers
Shared cells with lifetakers, have sex with rumpshakers
I make moves so I'ma earthquaker
I've been known to instill fear
Although the world may be round, we still trapped in the square
City light, got me buggin and trife
Some die by the gun, some die by the knife
It's alright, like a game of spades I'm trump tight
Premier hit me with music to ensure that it thump right
And my flight, will be taken solely at night
Cause that's when the freaks come out, no doubt
And in the dark hours is when I will shower
with the knowledge of my trade to get paid
Still I make moves like a snake in the grass, roundabout
I be dickin it down while you be assed out
Puff mad L's but never passed out
And if I'm caught up in a jam I blast my way out
There'll be no lettin up, just straight shuttin up
or we'll start the wettin up
Lyrical infrared sceptor never miss you
Big Shug, Guru, Freddie Foxxx, The Militia, militia
Everybody's spittin it, the rhyme is hot
Cause it's Big Shug, Guru, and Freddie the Foxxx
When Premier bring the beats, no it just don't stop
It's The Militia
Everybody's spittin it, the rhyme is hot
Cause it's Big Shug, Guru, and Freddie the Foxxx
When Premier bring the beats, no it just don't stop
It's The Militia
Yo; I ain't one to succumb to no man, but to command
And scoop up the troops when it's time to take a stand
Emphatically, deep strategies leave casualties
I creep gradually, til everybody knows
that I got more flows than Rosebud got hoes
The anger inside had me trapped
til I got geared up with raps to tear you up like big gats
for big stacks, watch your back when I send em in
Caught you tremblin, my name and face you're rememberin
Several attempts, but nah bitch, you'll never win
Rhymes pierce your skin or maybe limbs we'll be severin
Take you to the mat, peep that, you should keep back
My ill-kid format will lay you flat like a doormat
that I walk on, I meditate while you talk on
And gossip, so I drop my hot shit; fully loaded glock clips
So get the fuck out my block, kid
As nights turn to days, days go back to nights, we be speaking it right
And keeping it tight up in the street life
I meet life, head on, no holds barred
Born with a heart of gold, now mostly cold and scarred
En guard, choose your weapon, or get to steppin
Lyrical bullets make you dance from the trance you be kept in
Assessments are made before, and during combat
I master my hunger, blow the spot when I bomb cats
One of us, equals many of us
Disrespect one of us, you'll see plenty of us
Conflict, is what I predict
You and your fellas is mad jealous, attempting to flare
We cleverly stalked ya, your fam'll miss ya
The war's on, that's why we formed The Militia
Everybody's spittin it, the rhyme is hot
Cause it's Big Shug, Guru, and Freddie the Foxxx
When Premier bring the beats, no it just don't stop
It's The Militia
Everybody's spittin it, the rhyme is hot
Cause it's Big Shug, Guru, and Freddie the Foxxx
When Premier bring the beats, no it just don't stop
It's The Militia
You niggaz owe me for my rhymes, I come to collect
For you dope fiend niggaz in rap, I here to inject, check
My style is water baby, spread it around
But when you niggaz don't flow it right and fuck up my sound
I get down; in '89 I spit the buck in the face
of every MC that came in the place, a scar you'll never erase
MC's are only recognized for their flows
I'm worldwide for the bitches, that I turned into hoes
You heard me spit it on Jew-elz, that's how it goes
For all them faking ass niggaz and how I bust up they nose
And while your, nose is drippin, and drainin blood
I be standing over you screamin, ""Nigga, WHAT, WHAT?! Nigga WHAT?!""
Niggas feel my presence, like I'm right in they palm
Cause a stormy day is coming, when you see me so calm, it's on
No more twin glocks, they jam up my plays
Now its twin .40 calibre Walther PPK's
I'm in the control of my game, you must respect me like The Ref
Uh-huh, you disrespect you get the tech
I turn you fake niggaz on and off, like I'm the clapper
I rob so many niggaz, they should call me Jack the Rapper
I'll the illest nigga doing this, dead or alive
Gloria Gaynor on you motherfuckers, I Will Survive
You can try to come at me, but do you want the kick back?
You snap inside the cage of a pit, and you get bit back, huh
My war is so tight, my drama so ill
Beef with me hangs around like a unpaid bill
I push these lyrics through any MC, and make it burn
So the niggaz who be rhyming next, will miss a turn
When you speak of who's the dopest MC, I don't come up
But when you speak of who's the livest MC, I stay what up, what's up?
I got stripes while you got strikes and bogus mikes
Do what bitch niggaz do best bite
You niggaz can't make up a law that I don't overrule, overthrow
Prim' brought Bumpy these tracks so I can let you know
Before I slide I'ma leave you this jewel
Even mechanics walk around with they tools
It's the Militia",5280,92,2,0,5
as-i-read-my-s-a,2008,gangstarr,Hip-Hop,"Paragraphs, portraying my viewpoint
So stay attentive, cause this is a new joint
From the G-A-N-G with the info
Lyrical elements emerge from the intro
Forming a poetic mass over pathetic trash
Other writers are outclassed
Surpassed by the words and the wit
Rhymes fit and hit cause that's how we designed it
Page for page, we are the new age
Dope in the videos and dope when we're on stage
Commanding respect with my ink pen while suckers are sinking
As I'm keeping them thinking
Narrating phrases of value, and I can see now you
Relate to what I create
From back in the days of my youth, I've looked for the truth
And yo my rhymes are the real proof
New heights and new realms have been reached
By use of my speech along with one of Premier's beats
So listen and we'll show you the best way
And then sway, as I read my S-A
Worshipful words giving insight, so just be observant
So you can get this right
My oratory gift is abundant, so dazzling to minds
That you should come get
A glimpse of the one who puts wimps out of work
The script is a mess and they dress like they're jerks
Beyond them, is where I'll be dwellin
The Guru will tell em, why their records ain't sellin
Placin my fingers on the tool, I runaway all fools
When I'm dispersin a verse
Think of an enjoyable moment, then boogie your body
Cause this party I own it
The origin of this is on paper
Vibes will ascend from my mind to each line
I go with the flow as I show expertise
The powers increase as my voice hits the streets
Then gripping your soul with authority
I pour these rhymes in a cup so drink up
And then I might bring another round
Watch the sound pound from the floor to the ground
And keep aware, cause we'll show you the best way
And then sway, as I read my S-A",1742,14,0,0,5
