oid,obj_type,name,short_name,name_en,type,address_manual,phone,www,email,description,description_en,obj_history,obj_history_en,obj_hints,work_time,work_time_en,coord
6837,Мосты,Мост Декабристов,,Decembrists' Bridge,,"Санкт-Петербург, Мост Декабристов",,,,,,"Мост Декабристов (ранее Офицерский мост) — соединяет Коломенский и Казанский острова через Крюков канал в Адмиралтейском районе Санкт-Петербурга.Мост называется по имени магистрали — улицы Декабристов, названия улицы и моста связаны друг с другом, и переименование улицы привело к смене названия переправы.",Decembrists' Bridge connects Kolomensky and Kazansky islands across Kryukov Canal in the Admiralteysky district of Saint Petersburg. The bridge is called after the highway  - Decembrists' street.,,,,"59.926111,30.294767"
6838,Мосты,Матвеев мост,,Matveev Bridge,,"Санкт-Петербург, Матвеев мост",,,,,,"Mатвеев мост (ранее мост Матвеева, неофиц. Матвеевский мост) — соединяет Коломенский и Казанский острова через Крюков канал в Адмиралтейском районе Санкт-Петербурга.До 1918 года носил название Тюремный мост по расположенной рядом в Литовском замке городской тюрьме. Литовским замком называлось здание, в котором раньше здесь находились казармы Литовского полка. Тюрьма была сожжена в дни Февральской революции. Современное название получил в память о комиссаре, рабочем-коммунисте, участнике гражданской войны С. М. Матвееве, убитом в 1918 году на Восточном фронте.",Matveev Bridge connects Kolomensky and Kazansky islands across Kryukov Canal in the Admiralteysky district of Saint Petersburg. Before 1918 it was called Tyuremny (Prison Bridge) after the city prison situated nearby.,,,,"59.927576,30.293886"
6839,Мосты,Верхний Лебяжий мост,,Verhny Lebyazhy Bridge,,"Санкт-Петербург, Верхний Лебяжий мост",,,,,,"Верхний Лебяжий мост (Верхне-Лебяжий; бывший Лебединый мост) — соединяет острова 1-й Адмиралтейский и Летний Сад через Лебяжью канавку в Центральном районе Санкт-Петербурга.В 1927—1928 годах мост был заменён на монолитный железобетонный, облицованный гранитом (инженеры Б. Д. Васильев, Л. А. Крушельницкий).",Verhny Lebyazhy Bridge connects 1st Admiralteysky island and Summer Gardens across Lebyazhya Kanavka in the Central district of Saint Petersburg. In 1927-28 it was replaced with the monolithic reinforced concrete one.,,,,"59.946761,30.332235"
6840,Мосты,Нижний Лебяжий мост,,Nizhny Lebyazhy Bridge,,"Санкт-Петербург, Нижний Лебяжий мост",,,,,,"Нижний Лебяжий мост (Нижне-Лебяжий; бывший 1-й Царицынский мост) — соединяет острова 1-й Адмиралтейский и Летний Сад через Лебяжью канавку в Центральном районе Санкт-Петербурга.Находящийся рядом 1-й Садовый мост отличается богатым архитектурным декором. Обращают на себя внимание шестигранные фонари на торшерах из скрещённых копий. Мост находится в сосредоточении исторических мест: непосредственно у Михайловского сада, Летнего сада, Марсова поля и ансамбля Инженерного (Михайловского) замка — последней резиденции и места убийства Павла I (в настоящее время — филиал Русского музея).","Nizhny Lebyazhy Bridge connects 1st Admiralteysky island and Summer Gardens across Lebyazhya Kanavka in the central district of Saint Petersburg. It is surrounded by tourist attractions: Mikhailovsky Castle, Marsovo Field, Summer Gardens.",,,,"59.941304,30.335892"
6841,Мосты,1-й Садовый мост,,1st Sadovy Bridge,,"Санкт-Петербург, 1-й Садовый мост",,,,,,"1-й Садовый мост — соединяет Спасский и 1-й Адмиралтейский острова через реку Мойку в Центральном районе Санкт-Петербурга.1-й Садовый мост отличается богатым архитектурным декором. Обращают на себя внимание шестигранные фонари на торшерах из скрещённых копий. Рядом находится Нижне-Лебяжьий мост. Мост находится в сосредоточении исторических мест: непосредственно у Михайловского сада, Летнего сада, Марсова Поля и ансамбля Инженерного (Михайловского) замка - последней резиденции и места убийства Павла I (в настоящее время - филиал Русского музея).","1st Sadovy Bridge connects Spassky and 1st Admiralteysky islands across Moika  river in the Central District of Saint Petersburg. This bridge stands out by its rich architectural design. The bridge lies in a historical place and is surrounded by Mikhailovsky garden, Summer garden, Marsovo field.",,,,"59.940979,30.335478"
6842,Мосты,2-й Садовый мост,,2nd Sadovy Bridge,,"Санкт-Петербург, 2-й Садовый мост",,,,,,2-й Садовый мост — соединяет Спасский и 1-й Адмиралтейский острова через реку Мойку в Центральном районе Санкт-Петербурга.2-й Садовый мост отличается богатым архитектурным декором. Обращают на себя внимание шестигранные фонари на торшерах из скрещённых копий. Мост находится вблизи Михайловского сада и Марсова Поля. Рядом расположен Храм Спаса на Крови (в настоящее время музей),"2nd Sadovy Bridge connects Spassky and 1st Admiralteysky islands across Moika river in the Central district of Saint Petersburg. It is distinguished by its rich architectural design. It is situated near Mikhailovsky Theatre, Marsovo field and the Church on the Spilled Blood.",,,,"59.941380,30.330232"
6843,Мосты,Большой Конюшенный мост,,Bolshoy Konushenny Bridge,,"Санкт-Петербург, Большой Конюшенный мост",,,,,,"Большой Конюшенный мост — соединяет между собой острова Казанский и 1-й Адмиралтейский через реку Мойку в Центральном районе Санкт-Петербурга.Название моста произошло от здания Главных императорских конюшен, расположенных на левом берегу реки Мойки, дом № 44.[2] От этого здания также произошли названия Большой и Малой Конюшенных улиц, Конюшенной площади и Конюшенного переулка.","Bolshoy Konushenny Bridge connects Kazansky and Admiralteysky islands across Moika in the Central district of Saint Petersburg. It was named after the Chief Emperor's Stables, situated on the left bank of the River Neva.",,,,"59.941944,30.323162"
6844,Мосты,Певческий мост,,Pevchesky Bridge,,"Санкт-Петербург, Певческий мост",,,,,,"Певческий мост — соединяет Казанский и 2-й Адмиралтейский острова через реку Мойку в Центральном районе Санкт-Петербурга. Пролет перекрыт бесшарнирным чугунным тюбинговым сводом. Опоры бутовой кладки с гранитной облицовкой. Главным украшением моста является чугунная ажурная решетка. Длина — около 24 метров, ширина — 72 метра[1]. Это четвёртый по ширине мост в Петербурге (после Казанского, Аптекарского и Синего).","The Pevchesky Bridge, also known as the Choristers' Bridge or Yellow Bridge (Жёлтый Мост, Zholtyi Most), is a single-span bridge across the Moika River in Saint Petersburg, Russia. The bridge is a part of the Palace Square. The length of the bridge is 21 metres, and the width is 72 metres. It is the third-widest bridge in Saint Petersburg, after the Blue Bridge and Kazansky Bridge. Before the February Revolution, the term ""Choristers’ Bridge"" was shorthand for the tsarist foreign ministry, just as the French foreign ministry is known as the Quai d'Orsay.",,,,"59.939721,30.319461"
6845,Мосты,Зелёный мост,,Green Bridge,,"Санкт-Петербург, Зелёный мост",,,,,,"Зелёный (Полицейский) мост — соединяет между собой Казанский и 2-й Адмиралтейский острова через реку Мойку в Центральном районе Санкт-Петербурга. Через мост проходит Невский проспект.Недалеко от моста расположены дворец Разумовского (Российский государственный педагогический университет им. А. И. Герцена) (архитекторы А. Ф. Кокоринов, Валлен-Деламот) (Мойка, 48), здание Главного штаба, а также Доходный дом и зал собраний М. Ф. Руадзе.","Green Bridge (Russian: Зелёный мост, Zyelyoniy Most) (also known as Police Bridge and People Bridge) is a bridge across Moika River in Saint Petersburg, Russia. It was the first cast iron bridge in the city.Immediately adjacent to the Green Bridge are the Chicherin House, the Kotomin House and the Stroganov Palace.",,,,"59.936039,30.319695"
6846,Мосты,Красный мост,,Red Bridge,,"Санкт-Петербург, Красный мост",,,,,,"Красный мост — соединяет между собой Казанский и 2-й Адмиралтейский острова через реку Мойку. По мосту проходит граница между Адмиралтейским и Центральным районами Санкт-Петербурга. Это единственный чугунный мост через Мойку из мостов, построенных по типовому проекту В. И. Гесте, у которого сохранился исторический внешний вид. Специалисты отмечают, что простое и в то же время изысканное решение конструкции моста, который отличается удачной архитектурной композицией и изящными пропорциями, украшает городской пейзаж, органично сочетаясь с общим фоном набережной.","The Red Bridge (Russian: Кра?сный мост, Krasniy most), is a single-span bridge across the Moika River in Saint Petersburg, Russia. The bridge is a part of Gorokhovaya Street. The length of the bridge is 42 m; the width is 16.8 m. The first cast iron bridge on the site was designed and built in 1808-1813 to a design by William Heste. The bridge was rebuilt in 1953 by architect V.V. Blazhevich. The original cast iron structure of the bridge was replaced by the welded steel arches but most of the decorations are left intact.",,,,"59.932861,30.315356"
6847,Мосты,Фонарный мост,,Fonarny Bridge,,"Санкт-Петербург, Фонарный мост",,,,,,"Фонарный мост — соединяет между собой Казанский и 2-й Адмиралтейский острова через реку Мойку в Адмиралтейском районе Санкт-Петербурга.Название мост получил от названия Фонарного питейного дома, располагавшегося в одноимённом Фонарном переулке, который получил название, скорее всего, от находившихся в этом районе фонарных мастерских.","Fonarny Bridge connects Kazansky and 2nd Admiralteysky bridges across Moika Rver in the Admiralteysky district of Saint Petersburg. It was named after Fonarny Liteyny house, situated in Fonarny lane.",,,,"59.930512,30.303912"
6848,Мосты,Почтамтский мост,,Pochtamtsky Bridge,,"Санкт-Петербург, Почтамтский мост",,,,,,"Почтамтский мост (Малый Цепной, Прачечный или Почтовый) — пешеходный однопролётный мост в Адмиралтейском районе Санкт-Петербурга, перекинутый через реку Мойку и соединяющий между собой Казанский и 2-й Адмиралтейский острова. Полотно моста поддерживается цепями, которые закреплены в устоях при помощи ажурных металлических «квадрантов», разделённых на четыре сектора каждый. Эти металлические квадранты опираются на металлические обелиски.","Pochtamtsky Bridge is a pedestrian bridge across Moika River in Saint Petersburg, Russia. It is located near the central Postoffice building, from which it takes the name. The bridge was built in 1823-1824 to designs by architects Wilhelm von Traitteur and Christianovich as a pedestrian bridge suspended by chains. There are only three such bridges left in Saint Petersburg today, the other two being Lions Bridge and Bank Bridge. With the time the construction became unstable, and it was reengineered in 1936 by setting the additional support underneath it, so the chains became merely a decoration. In 1981-1983 the bridge was reconstructed yet again, and restored as a suspended bridge.",,,,"59.930390,30.300830"
6849,Мосты,Поцелуев мост,,Potseluev Bridge,,"Санкт-Петербург, Поцелуев мост",,,,,,"Поцелуев мост — мост через реку Мойку в Адмиралтейском районе Санкт-Петербурга, соединяющий Казанский и 2-й Адмиралтейский острова. Памятник начала чугунного мостостроения, сохранивший свой внешний облик с начала XIX века. Одно из знаковых мест Санкт-Петербурга, которое обросло легендами за счёт своего названия. Мост, панорама которого с видом на Исаакиевский собор нередко используется в картинах художников.","The Potseluev Bridge (Russian: Поцелуев мост, literally Bridge of Kisses) is a bridge across the Moyka River in Saint Petersburg, Russia. The name of the bridge spurred numerous urban legends. The panoramic view of Saint Isaac's Cathedral that opens from the bridge makes it a popular subject of artists paintings.",,,,"59.928045,30.294955"
6850,Мосты,Краснофлотский мост,,Krasnoflotsky Bridge,,"Санкт-Петербург, Краснофлотский мост",,,,,,"Краснофлотский мост — соединяет Казанский и 2-й Адмиралтейский острова через реку Мойку в Адмиралтейском районе Санкт-Петербурга.Название моста произошло от расположенных недалеко морских казарм, в которых в 1920—1930-е годы жили матросы Военно-Морского Флота СССР — краснофлотцы.    * Рядом с мостом расположен комплекс Новая Голландия.","Krasnoflotsky Bridge connects Kazansky and 2nd Admiralteysky islands across Moika river in Admiralteysky district of Saint Petersburg. It was named after mearby marine guards, where lived the crew of the USSR Navy in 1920-1930s.",,,,"59.927815,30.294174"
6851,Мосты,Храповицкий мост,,Khrapovitsky Bridge,,"Санкт-Петербург, Храповицкий мост",,,,,,"Храповицкий мост — соединяет 2-й Адмиралтейский и Коломенский острова через реку Мойку в Адмиралтейском районе Санкт-Петербурга.С 1738[2] года мост получил официальное название – Жёлтый мост (по окраске). С 1753 года мост назывался Галерным или Корабельным — от находившейся здесь Галерной верфи, которая в 1740 году была переведена на Васильевский остров. Улица, проложенная к Галерной верфи в 1720 году, долгое время также именовалась Галерной, в советское время была переименована в Красную улицу, ныне — снова Галерная. В 1740 году верфь была переведена на Васильевский остров, и мост утратил это название: на карте 1798 года бывший Галерный мост значится Синявиным мостом.","Khrapovitsky Bridge connects 2nd Admiralteysky and Kolomensky islands across Moika River.  In 1738 it was called Yellow Bridge. Then it changed its name severatumes: Galerny, Korabelny, Sinyavin.",,,,"59.928834,30.285325"
6852,Мосты,Корабельный мост,,Korabelny Bridge,,"Санкт-Петербург, Корабельный мост",,,,,,"Корабельный мост — соединяет Ново-Адмиралтейский и Матисов острова через реку Мойку в Адмиралтейском районе Санкт-Петербурга.Мост назван по существовавшей в этом месте Корабельной набережной.[1] Кроме того, Храповицкий мост в своё время носил название «Корабельный»",Korabelny Bridge connects Novo-Admiralteysky and Matisov islands across Moika River in the Admiralteysky district of Saint Petersburg. The bridge is named after Korabelnaya embankment that existed here before.,,,,"59.926481,30.275507"
6853,Мосты,Мост Обуховской обороны,,Bridge of the Obukhovskaya Oborona,,"Санкт-Петербург, Мост Обуховской обороны",,,,,,"Мост Обуховской обороны — мост в Санкт-Петербурге через реку Монастырку по Синопской набережной. Название мосту дано по наименованию проспекта Обуховской обороны.Мост построен в 1964 году, в составе проекта строительства моста Александра Невского и перепланировки предмостовой территории. Авторы проекта – инженеры Ленгипротрансмоста К.Е. Палицын (железнодорожная часть моста), А.Д. Гутцайт и архитектор Л. А. Носков (городская часть моста).",Bridge of the Obukhovskaya Oborona is a Saint Petersburg across Monastyrka River along the Sinopskaya embankment. It was named after Obukhovskoy Oborony Prospect.,,,,"59.923274,30.392108"
6854,Мосты,1-й Лаврский мост,,1st Lavrsky Bridge,,"Санкт-Петербург, 1-й Лаврский мост",,,,,,"1-й Лаврский мост — мост, соединяющий Безымянный и Монастырский острова через реку Монастырку в Центральном районе Санкт-Петербурга.Соединяет между собой территорию Александро-Невской лавры с некрополями. Ближайшая станция метрополитена – «Площадь Александра Невского» правобережной линии (около 300 метров)",1st Lavrsky Bridge is a bridge that connects Bezymyanny and Monastyrsky islands across Monastyrka River in the Central district of Saint Petersburg. It links the territory of Alexandro-Nevskaya Laura with necropolis.,,,,"59.922386,30.387365"
6855,Мосты,2-й Лаврский мост,,2nd Lavrsky Bridge,,"Санкт-Петербург, 2-й Лаврский мост",,,,,,"2-й Лаврский мост — автодорожный мост через реку Монастырку в створе Лаврского проезда в Центральном районе Санкт-Петербурга. Первый в городе мост из клееной древесины. В 1980-1981 гг. по проекту инженера Ленгипроинжпроекта Б. Э. Дворкина, архитектора В. М. Иванова и инженера Ленмосттреста З. Г. Васильевой на месте старого был построен новый деревянный арочный мост. Впервые в Ленинграде была использована технология изготовления элементов моста из клееной древесины. Конструкции пролётного строения были изготовлены в Архангельске. Строительство моста осуществляло РСУ Ленмосттреста.","2nd Lavrsky Bridge is a highway bridge across Monastyrka river near Lavrsky proezd in the Central district of Saint Petersburg. It is the first bridge made of glued laminated wood in the city. It was constructed by engineers Dvorkin, Ivanov, Vasilieva in 1980 - 1981.",,,,"59.921583,30.384733"
6856,Мосты,Шлиссельбургский мост,,Shlisselburgsky Bridge,,"Санкт-Петербург, Шлиссельбургский мост",,,,,,Шлиссельбургский мост — в Санкт-Петербурге соединяет проспект Обуховской обороны через Обводный канал. На месте проспекта Обуховской обороны в XVIII веке проходила почтовая дорога на Шлиссельбург — Ключ-город и Архангельск. Около двух столетий эта дорога именовалась Шлиссельбургским трактом (современное название — проспект Обуховской Обороны). В 1830-е годы у начала этого тракта через Обводный канал был построен мост и с тех пор за ним и сохраняется название Шлиссельбургский].,Shlisselburgsky Bridge connects Obukhovskoy Oborony Prospect across Obvodny Canal in Saint Petersburg. In 1830s it was built and got its name.,,,,"59.919170,30.397300"
6857,Мосты,Американский мост,,American Bridge,,"Санкт-Петербург, Американский мост",,,,,,"Американский мост (до 31 декабря 2008 — Никола?евский железнодоро?жный мост) — группа железнодорожных мостов, соединяет Безымянный остров с левым берегом реки Невы через Обводный канал, связывая между собой Центральный[1] и Невский[2] районы Санкт-Петербурга. Деревянные мосты такой же конструкции, как сейчас, были построены в 1840—1850-х годах в рамках строительства Николаевской железной дороги. Руководил строительством моста американский инженер Д. В. Уистлер по проекту американского инженера и изобретателя Уильяма Гау.","American bridge is a group of railway bridges, wihch connects Bezymyanny island withe the left bank of the River Neva across Obvodny Canal, linking Central and Nevsky districts of Saint Petersburg. Wooden bridges of the same construction as today were built in 1840-1850s in the framework of Nicolaevskaya railway station construction.",,,,"59.939095,30.315868"
6858,Мосты,Каретный мост,,Karetny Bridge,,"Санкт-Петербург, Каретный мост",,,,,,"Каретный мост — мост в Санкт-Петербурге. Построен через Обводный канал в створе Днепропетровской улицы.Топонимическая комиссия Санкт-Петербурга предложила назвать мост Каретным, сочтя вариант Днепропетровский «неинтересным». Новое название связано с Каретной частью — историческим микрорайоном, который находился в этом месте. Администрация Фрунзенского района предложение комиссии поддержала. 27 июля 2012 года название было присвоено официально.","Karetny Bridge is a bridge in Saint Petersburg built across Obvodny Canal in the alignment of Dnepropetrovskaya street. The name was officially assigned in 2012, the other name ""Dnepropetrovsky"" was rejected.",,,,"59.914019,30.359850"
6859,Мосты,Предтеченский мост,,Predtechensky Bridge,,"Санкт-Петербург, Предтеченский мост",,,,,,"Название моста происходит от находящегося между Лиговским проспектом и Тамбовской улицей здания Крестовоздвиженской церкви с приделом святого Иоанна Предтечи.В 1887 году на этом месте был построен пешеходный мост. В 1914 году мост был перестроен в деревянный трёхпролётный. Существующий мост был построен в 1962—1963 годах по проекту, разработанному в институте «Ленгипроинжпроект» инженером Е. А. Болтуновой и архитектором Л. А. Носковым.",Predtechensky Bridge is named after St. John side chapel in the Krestovozdvizhenskaya Church between Ligovsky Prospect and Tambovskaya street. In 1887 a pedestrian bridge was built there. The modern bridge was constructed in 1962 - 1963 after the project of engineer Boltunova and architect Noskov.,,,,"59.914484,30.355196"
6860,Мосты,Ново-Каменный мост,,Novo-Kamenny Bridge,,"Санкт-Петербург, Ново-Каменный мост",,,,,,"Ново-Каменный мост — переброшен через Обводный канал по Лиговскому проспекту Санкт-Петербурга. Ближайшие станции метрополитена — «Лиговский проспект» (670 м), «Обводный канал» (80 м).Первый мост на этом месте, деревянный, был построен в конце 1700-х годов, когда под руководством инженера Ф. И. Герарда велись работы по прокладке Обводного канала. Основным назначением моста был пропуск вод самотечного Лиговского канала, уровень воды в котором был значительно выше, чем в Обводном.",Novo-Kamenny Bridge  goes across Obvodny Canal along Ligovsky Prospect in Saint Petersburg. The nearest metro stations are Ligovsky Prospect and Obvodny Canal. The first bridge on this place was a wooden one,,,,"59.915310,30.350489"
6861,Мосты,Боровой мост,,Borovoy Bridge,,"Санкт-Петербург, Боровой мост",,,,,,"C 1881 до 1885 г. мост именовался Андреевским. С 1885 года мост называется Боровым, по наименованию Боровой улицы, в створе которой он расположен.Существующий мост был построен в 1960–1961 годах по проекту, разработанному в институте «Ленгипроинжпроект» инженером А. А. Куликовым и архитектором Л. А. Носковым.",The modern Borovoy Bridge was built in 1960-61 after the project of engineer Kulikov and architect Noskov.,,,,"59.916117,30.344866"
6862,Мосты,Ипподромный мост,,Ippodromny Bridge,,"Санкт-Петербург, Ипподромный мост",,,,,,"Современное название получил в 1944 году по находившемуся на месте нынешней Пионерской площади Ипподрому, сгоревшему во время блокады. Первоначально на месте современного Ипподромного моста существовал деревянный трехпролётный мост на свайных опорах. Существующий мост был построен в 1985-1986 годах по проекту, разработанному инженерами В. И. Фельдманом, А. П. Петровым и архитектором 3. Г. Артемьевым.","Ippodromny Bridge got its name in 1944 after the horse-track which was situated on the today's Pionerskaya square. The modern bridge was built in 1985-1986 by Feldman, Petrov and Artemyev.",,,,"59.914574,30.336772"
6863,Мосты,Царскосельский железнодорожный мост,,Tsarskoselsky Railway Bridge,,"Санкт-Петербург, Царскосельский железнодорожный мост",,,,,,"Царскосельский железнодорожный мост — группа мостов через Обводный канал в Санкт-Петербурге. Переброшен по Витебской линии Октябрьской железной дороги. Прежде железнодорожная линия называлась Царскосельской, так как вела в Царское Село (ныне Пушкин). Это была первая в России железная дорога. Название Царскосельский мост известно с 1857 года. Существующие металлические мосты построены в 1900—1904 годах в ходе реконструкции железнодорожных путей.",Tsarskoselsky Railway Bridge is a group  of bridges across Obvodny Canal in Saint Petersburg. It goes along the Vitebskaya line of Oktyabrskaya railway station which was called Tsarskoselskaya before.,,,,"59.939095,30.315868"
6864,Мосты,Рузовский мост,,Ruzovsky Bridge,,"Санкт-Петербург, Рузовский мост",,,,,,"Рузовский мост — мост через Обводный канал, соединяющий Рыбинскую и Рузовскую улицы Санкт-Петербурга. Ближайшие станции метрополитена — «Пушкинская» (872 м), «Технологический институт» (870 м).Свое название мост получил 12 февраля 1905 года по наименованию расположенной рядом Рузовской улицы.Существующий мост сооружён в 1996 году в составе проекта строительства моста и участка набережной левого берега. Автор проекта — инженер Б. Н. Брудно. В 2008 году произведена очистка и окраска металлоконструкций пролётного строения.",Ruzovsky Bridge is a bridge across Obvodny Canal connecting Rybinskaya and Ruzovskaya streets in Saint Petersburg. The nearest metro stations are Pushkinskaya and Technologichesky Institute.,,,,"59.913041,30.332649"
6865,Мосты,Можайский мост,,Mozhaisky Bridge,,"Санкт-Петербург, Можайский мост",,,,,,"Можайский мост — пешеходный мост через Обводный канал в створе Можайской улицы Санкт-Петербурга. Ближайшие станции метрополитена — «Пушкинская» (922 м), «Технологический институт» (833 м). Существующий мост построен в 1984 году по проекту инженера Б. Э. Дворкина и архитектора В. М. Иванова. Первоначально на мосту были установлены четыре торшера, однако в начале 2000-х годов они были демонтированы. В 2008 году произведена окраска фасадов моста.",Mozhaisky bridge is a pedestrian bridge across Obvodny Canal in the alignnment of Moshaiskaya street in Saint Petersburg. The nearest metro stations are Pushkinskaya and Technologichesky Institute. The present bridge was built in 1984 after the project of engineer Dvorkin and architect Ivanov.,,,,"59.912571,30.331202"
6866,Мосты,Газовый мост,,Gazovy Bridge,,"Санкт-Петербург, Газовый мост",,,,,,"Газовый мост — пешеходный мост через Обводный канал Санкт-Петербурга, соединяющий левый и правый берега канала в районе д.115 и д.74.Первый мост был построен после 1835 года для прокладки труб от Газового завода[1]. К началу XX века представлял собой трехпролётный металлический мост. В 1933 году по мосту проложена теплотрасса от 1-й ГЭС, в 1946 г. открыто пешеходное движение. В 1984 году с низовой стороны старого моста по проекту инженера Б. Э. Дворкина и архитектора В. М. Иванова построен новый мост. После окончания строительства старый мост был разобран.",Gazovy Bridge is a pedestrian bridge across Obvodny Canal in Saint Petersburg which connects the left and right banks of the Canal. The first bridge was built in 1835 for plumbing services in the Gazovy island.,,,,"59.911205,30.327447"
6867,Мосты,Масляный мост,,Maslyany Bridge,,"Санкт-Петербург, Масляный мост",,,,,,"Масляный мост — пешеходный мост через Обводный канал, соединяющий левый и правый берега канала в районе д.121 и д.80.Свое название мост получил по наименованию расположенного рядом Масляного переулка.
Мост построен в 1984 году по проекту инженера Б. Э. Дворкина и архитектора В. М. Иванова.",Maslyany Bridge is a pedestrian bridge across Obvodny Canal which connects the right and the left banks of the canal. It got its name after Maslyany lane located nearby. The bridge was built in 1984 after the project of engineer Dvorkin and architect Ivanov.,,,,"59.910190,30.324618"
6868,Мосты,Ново-Московский мост,,Novo-Moskovsky Bridge,,"Санкт-Петербург, Ново-Московский мост",,,,,,"Ново-Московский мост — мост через Обводный канал в створе Московского проспекта Санкт-Петербурга. Ближайшая станция метрополитена — «Фрунзенская» (270 м).Мост однопролетный, железобетонный. Длина моста составляет 29,7 м, ширина – 47 м. Мост запроектирован в виде трехшарнирной рамы. В поперечном сечении состоит из балок двутаврового сечения переменной высоты. По верху балки объединены железобетонной плитой проезжей части. «Ноги» рамы выполнены из монолитного железобетона и облицованы по фасаду навесной гранитной облицовкой. В основании рамы заложен свайный ростверк. Перильное ограждение на мосту чугунное литое. На устоях установлен гранитный парапет. Покрытие проезжей части и тротуаров асфальтобетонное. Тротуары устроены в повышенном уровне.","Novo-Moskovsky Bridge is a bridge across Obvodny Canal in the alignment of Moskovsky Prospect in Saint Petersburg. The nearest metro station is Frunzenskaya. The length of the bridge is 29,7 m, width 0 47 m.",,,,"59.908705,30.318563"
6869,Мосты,Варшавский мост,,Varshavsky Bridge,,"Санкт-Петербург, Варшавский мост",,,,,,"Варшавский мост — автодорожный мост, соединяющий Безымянный остров и левый берег реки Невы в Адмиралтейском районе Санкт-Петербурга.Первый деревянный балочно-подкосный мост был построен предположительно в середине XIX века. Он располагался немного выше по течению от оси современного Варшавского моста. В 1869-1870 годах Обществом Российских железных дорог был построен однопролётный металлический арочный мост на каменных опорах[1]. При строительстве моста были впервые применены стальные конструкции вместо чугунных[2]. В 1908 — 1910 годах в связи с увеличивающимся транспортным потоком и прокладкой трамвайных путей ширина моста увеличилась с 22,1 до 30,6 метров.",Varshavsky Bridge is a highway bridge which connects Bezymyanny island and left bank of the River Neva in Admiralteysky district of Saint Petersburg. It was the first bridge to get steel constructions instead of cast iron ones.,,,,"59.908773,30.307235"
6870,Мосты,Митрофаньевский мост,,Mitrofanyevsky Bridge,,"Санкт-Петербург, Митрофаньевский мост",,,,,,"Митрофаньевский мост — мост через Обводный канал в створе Митрофаньевского шоссе.Строительство началось в январе 2007 года. Открыт 10 октября 2007 года вместе с вводом в строй магистрали Митрофаньевское шоссе — Кубинская улица. Первоначально планировалось расширить Балтийский мост, однако позже предложили вариант нового строительства. Собственное название у моста появилось летом 2008 года.",Mitrofanyevsky Bridge is a bridge across Obvodny Canal in the alignment of Mitrofanievsloye highway. The construction began in January 2007. It was opened on 10 October 2007. It got its name in 2008.,,,,"59.908926,30.300660"
6871,Мосты,Балтийский мост,,Baltiysky Bridge,,"Санкт-Петербург, Балтийский мост",,,,,,"Балтийский мост — пешеходный мост через Обводный канал у площади Балтийского вокзала.
Прежде, в середине XX века, здесь находился другой мост, который назывался Но?во-Балти?йским. Нынешний Балтийский мост построен в 1957 году по проекту инженера А. А. Куликова и архитектора П. А. Арешева. Основное предназначение — переброска теплофикационных труб. Название мосту дано по Балтийскому вокзалу.",Baltiysky Bridge is a pedestrian bridge across Obvodny Canal near Baltiysky Railway Square. The modern Baltiysky Bridge was built in 1957 after the project of engineer Kulikov and architector Areshev.,,,,"59.908890,30.300399"
6872,Мосты,Ново-Петергофский мост,,Novo-Petergofsky Bridge,,"Санкт-Петербург, Ново-Петергофский мост",,,,,,"Ново-Петергофский мост  (б. Штиглицкий) — мост через Обводный канал в створе Лермонтовского проспекта Санкт-Петербурга. Соединяет Лермонтовский проспект с площадью Балтийского вокзала. Ближайшая станция метрополитена — «Балтийская» (230 м).Строительство моста осуществлялось в период с 1931 по 1932 года. В 1960 году, по предложению главного инженера Ленмостотреста П. П. Степнова перила моста, не отличавшиеся художественными качествами, заменены художественными чугунными решётками по проекту И. Н. Бенуа.",Novo-Petergofsky Bridge is a bridge across Obvodny Kanal. It connects Lermontovsky prospekt and Ploschad Baltiiskogo Vokzala. The nearest underground station  is Baltiiskaya (230 m). The bridge had been constructed from 1931 to 1932. In 1960 at the suggestion of the principal engineer of Lenmostotrest Stepanov the railing were changed to the cast iron one made upon the project of Benua.,,,,"59.908926,30.297758"
